hex,dec,message
80091008,2148077576,"CRYPT_E_INVALID_INDEX: The index value is not valid."
80091009,2148077577,"CRYPT_E_ALREADY_DECRYPTED: The message content has already been decrypted."
8009100A,2148077578,"CRYPT_E_NOT_DECRYPTED: The message content has not been decrypted yet."
8009100B,2148077579,"CRYPT_E_RECIPIENT_NOT_FOUND: The enveloped-data message does not contain the specified recipient."
8009100C,2148077580,"CRYPT_E_CONTROL_TYPE: The control type is not valid."
8009100D,2148077581,"CRYPT_E_ISSUER_SERIALNUMBER: The issuer and/or serial number are/is not valid."
8009100E,2148077582,"CRYPT_E_SIGNER_NOT_FOUND: The original signer is not found."
8009100F,2148077583,"CRYPT_E_ATTRIBUTES_MISSING: The message does not contain the requested attributes."
80091010,2148077584,"CRYPT_E_STREAM_MSG_NOT_READY: The steamed message is note yet able to return the requested data."
80091011,2148077585,"CRYPT_E_STREAM_INSUFFICIENT_DATA: The streamed message needs more data before the decode can complete."
80092001,2148081665,"CRYPT_E_BAD_LEN: The length specified for the output data was insufficient."
80092002,2148081666,"CRYPT_E_BAD_ENCODE: An error was encountered while encoding or decoding."
80092003,2148081667,"CRYPT_E_FILE_ERROR: An error occurred while reading or writing to the file"
80092004,2148081668,"CRYPT_E_NOT_FOUND: The object or property wasn't found"
80092005,2148081669,"CRYPT_E_EXISTS: The object or property already exists"
80092006,2148081670,"CRYPT_E_NO_PROVIDER: No provider was specified for the store or object"
80092007,2148081671,"CRYPT_E_SELF_SIGNED: The specified certificate is self signed."
80092008,2148081672,"CRYPT_E_DELETED_PREV: The previous certificate or CRL context was deleted."
80092009,2148081673,"CRYPT_E_NO_MATCH: No match when trying to find the object."
8009200A,2148081674,"CRYPT_E_UNEXPECTED_MSG_TYPE: The type of the cryptographic message being decoded is different than what was expected."
8009200B,2148081675,"CRYPT_E_NO_KEY_PROPERTY: The certificate doesn't have a private key property"
8009200C,2148081676,"CRYPT_E_NO_DECRYPT_CERT: No certificate was found having a private key property to use for decrypting."
8009200D,2148081677,"CRYPT_E_BAD_MSG: Either, not a cryptographic message or incorrectly formatted."
8009200E,2148081678,"CRYPT_E_NO_SIGNER: The signed message doesn't have a signer for the specified signer index"
8009200F,2148081679,"CRYPT_E_PENDING_CLOSE: Final closure is pending until additional frees or closes."
80092010,2148081680,"CRYPT_E_REVOKED: The certificate or signature has been revoked"
80092011,2148081681,"CRYPT_E_NO_REVOCATION_DLL: No Dll or exported function was found to verify revocation."
80092012,2148081682,"CRYPT_E_NO_REVOCATION_CHECK: The called function wasn't able to do a revocation check on the certificate or signature."
80092013,2148081683,"CRYPT_E_REVOCATION_OFFLINE: Since the revocation server was offline, the called function wasn't able to complete the revocation check."
80092014,2148081684,"CRYPT_E_NOT_IN_REVOCATION_DATABASE: The certificate or signature to be checked was not found in the revocation servers database."
80092020,2148081696,"CRYPT_E_INVALID_NUMERIC_STRING: The string contains a non-numeric character."
80092021,2148081697,"CRYPT_E_INVALID_PRINTABLE_STRING: The string contains a non-printable character."
80092022,2148081698,"CRYPT_E_INVALID_IA5_STRING: The string contains a character not in the 7 bit ASCII character set."
80092023,2148081699,"CRYPT_E_INVALID_X500_STRING: The string contains an invalid X500 name attribute key, oid, value or delimiter."
80092024,2148081700,"CRYPT_E_NOT_CHAR_STRING: The dwValueType for the CERT_NAME_VALUE is not one of the character strings.: Most likely it is either a CERT_RDN_ENCODED_BLOB or CERT_TDN_OCTED_STRING."
80092025,2148081701,"CRYPT_E_FILERESIZED: The Put operation can not continue.: The file needs to be resized.: However, there is already a signature present.: A complete signing operation must be done."
80092026,2148081702,"CRYPT_E_SECURITY_SETTINGS: The cryptography operation has failed due to a local security option setting."
80092027,2148081703,"CRYPT_E_NO_VERIFY_USAGE_DLL: No DLL or exported function was found to verify subject usage."
80092028,2148081704,"CRYPT_E_NO_VERIFY_USAGE_CHECK: The called function wasn't able to do a usage check on the subject."
80092029,2148081705,"CRYPT_E_VERIFY_USAGE_OFFLINE: Since the server was offline, the called function wasn't able to complete the usage check."
8009202A,2148081706,"CRYPT_E_NOT_IN_CTL: The subject was not found in a Certificate Trust List (CTL)."
8009202B,2148081707,"CRYPT_E_NO_TRUSTED_SIGNER: No trusted signer was found to verify the signature of the message or trust list."
80093000,2148085760,"CRYPT_E_OSS_ERROR: OSS Certificate encode/decode error code base"
80094001,2148089857,"CERTSRV_E_BAD_REQUESTSUBJECT: The request subject name is invalid or too long."
80094002,2148089858,"CERTSRV_E_NO_REQUEST: The request does not exist."
80094003,2148089859,"CERTSRV_E_BAD_REQUESTSTATUS: The request's current status does not allow this operation."
80094004,2148089860,"CERTSRV_E_PROPERTY_EMPTY: The requested property value is empty."
80096001,2148098049,"TRUST_E_SYSTEM_ERROR: A system-level error occured while verifying trust."
80096002,2148098050,"TRUST_E_NO_SIGNER_CERT: The certificate for the signer of the message is invalid or not found."
80096003,2148098051,"TRUST_E_COUNTER_SIGNER: One of the counter signers was invalid."
80096004,2148098052,"TRUST_E_CERT_SIGNATURE: The signature of the certificate can not be verified."
80096005,2148098053,"TRUST_E_TIME_STAMP: The time stamp signer and or certificate could not be verified or is malformed."
80096010,2148098064,"TRUST_E_BAD_DIGEST: The objects digest did not verify."
80096019,2148098073,"TRUST_E_BASIC_CONSTRAINTS: The cerficates basic constraints are invalid or missing."
8009601E,2148098078,"TRUST_E_FINANCIAL_CRITERIA: The certificate does not meet or contain the Authenticode financial extensions."
800A0011,2148139025,VBA_E_CANTCONTINUE
800A0023,2148139043,VBA_E_UNDEFINEDPROC
800A0035,2148139061,VBA_E_FILENOTFOUND
800A004C,2148139084,VBA_E_PATHNOTFOUND
800A01A8,2148139432,VBA_E_NOTOBJECT
800A02C9,2148139721,VBA_E_CLASSNOTREG
800A8019,2148171801,VBA_E_UNSUPFORMAT
800A8027,2148171815,VBA_E_UNDEFINEDTYPE
800A8029,2148171817,VBA_E_INVALIDSTATE
800A802D,2148171821,VBA_E_MODNAMECONFLICT
800A88CA,2148174026,VBA_E_EXPECTEDFUNCNOTVAR
800A9C64,2148179044,"VBA_E_COMPILEERROR: Cannot compile the module, possibly because it is in use"
800A9C68,2148179048,VBA_E_RESET
800A9C70,2148179056,VBA_E_SYNTAX
800A9C82,2148179074,VBA_E_INVALIDPROCNAME
800A9C86,2148179078,VBA_E_MODULENOTFOUND
800A9C87,2148179079,VBA_E_PROJECTNOTFOUND
800A9D09,2148179209,VBA_E_COMPERRINHIDDENMODULE
800A9D15,2148179221,VBA_E_NOUSERACTION
800A9D32,2148179250,VBA_E_RECORDMODCANTCHANGE
800AC389,2148189065,VBA_E_COULDNTLOADFILE
800AC3D4,2148189140,VBA_E_ILLEGALNAME
800AC461,2148189281,VBA_E_EXCEPTION
800AC470,2148189296,VBA_E_ALREADYRECORDING
800AC471,2148189297,VBA_E_PROJECTPROTECTED
800AC472,2148189298,VBA_E_IGNORE
800ADF09,2148196105,VBA_E_CANTEXECCODEINBREAKMODE
800ADF21,2148196129,VBA_E_CANTEXITDESIGNMODE
800ADF23,2148196131,VBA_E_MACROSDISABLED
800B0001,2148204545,"TRUST_E_PROVIDER_UNKNOWN: The specified trust provider is not known on this system."
800B0002,2148204546,"TRUST_E_ACTION_UNKNOWN: The trust verification action specified is not supported by the specified trust provider."
800B0003,2148204547,"TRUST_E_SUBJECT_FORM_UNKNOWN: The form specified for the subject is not one supported or known by the specified trust provider."
800B0004,2148204548,"TRUST_E_SUBJECT_NOT_TRUSTED: The subject is not trusted for the specified action."
800B0005,2148204549,"DIGSIG_E_ENCODE: Error due to problem in ASN.1 encoding process."
800B0006,2148204550,"DIGSIG_E_DECODE: Error due to problem in ASN.1 decoding process."
800B0007,2148204551,"DIGSIG_E_EXTENSIBILITY: Reading / writing Extensions where Attributes are appropriate, and visa versa."
800B0008,2148204552,"DIGSIG_E_CRYPTO: Unspecified cryptographic failure."
800B0009,2148204553,"PERSIST_E_SIZEDEFINITE: The size of the data could not be determined."
800B000A,2148204554,"PERSIST_E_SIZEINDEFINITE: The size of the indefinite-sized data could not be determined."
800B000B,2148204555,"PERSIST_E_NOTSELFSIZING: This object does not read and write self-sizing data."
800B0100,2148204800,"TRUST_E_NOSIGNATURE: No signature was present in the subject."
800B0101,2148204801,"CERT_E_EXPIRED: A required certificate is not within its validity period."
800B0102,2148204802,"CERT_E_VALIDITYPERIODNESTING: The validity periods of the certification chain do not nest correctly."
800B0103,2148204803,"CERT_E_ROLE: A certificate that can only be used as an end-entity is being used as a CA or visa versa."
800B0104,2148204804,"CERT_E_PATHLENCONST: A path length constraint in the certification chain has been violated."
800B0105,2148204805,"CERT_E_CRITICAL: An extension of unknown type that is labeled 'critical' is present in a certificate."
800B0106,2148204806,"CERT_E_PURPOSE: A certificate is being used for a purpose other than that for which it is permitted."
800B0107,2148204807,"CERT_E_ISSUERCHAINING: A parent of a given certificate in fact did not issue that child certificate."
800B0108,2148204808,"CERT_E_MALFORMED: A certificate is missing or has an empty value for an important field, such as a subject or issuer name."
800B0109,2148204809,"CERT_E_UNTRUSTEDROOT: A certification chain processed correctly, but terminated in a root certificate which isn't trusted by the trust provider."
800B010A,2148204810,"CERT_E_CHAINING: A chain of certs didn't chain as they should in a certain application of chaining."
800B010B,2148204811,"TRUST_E_FAIL: Generic Trust Failure."
800B010C,2148204812,"CERT_E_REVOKED: A certificate was explicitly revoked by its issuer."
800B010D,2148204813,"CERT_E_UNTRUSTEDTESTROOT: The root certificate is a testing certificate and the policy settings disallow test certificates."
800B010E,2148204814,"CERT_E_REVOCATION_FAILURE: The revocation process could not continue - the certificate(s) could not be checked."
800B010F,2148204815,"CERT_E_CN_NO_MATCH: The certificate's CN name does not match the passed value."
800B0110,2148204816,"CERT_E_WRONG_USAGEThe certificate is not valid for the requested usage."
800F0000,2148466688,"SPAPI_E_EXPECTED_SECTION_NAME: A non-empty line was encountered in the INF before the start of a section."
800F0001,2148466689,"SPAPI_E_BAD_SECTION_NAME_LINE: A section name marker in the INF is not complete, or does not exist on a line by itself."
800F0002,2148466690,"SPAPI_E_SECTION_NAME_TOO_LONG: An INF section was encountered whose name exceeds the maximum section name length."
800F0003,2148466691,"SPAPI_E_GENERAL_SYNTAX: The syntax of the INF is invalid."
800F0100,2148466944,"SPAPI_E_WRONG_INF_STYLE: The style of the INF is different than what was requested."
800F0101,2148466945,"SPAPI_E_SECTION_NOT_FOUND: The required section was not found in the INF."
800F0102,2148466946,"SPAPI_E_LINE_NOT_FOUND: The required line was not found in the INF."
800F0200,2148467200,"SPAPI_E_NO_ASSOCIATED_CLASS: The INF or the device information set or element does not have an associated install class."
800F0201,2148467201,"SPAPI_E_CLASS_MISMATCH: The INF or the device information set or element does not match the specified install class."
800F0202,2148467202,"SPAPI_E_DUPLICATE_FOUND: An existing device was found that is a duplicate of the device being manually installed."
800F0203,2148467203,"SPAPI_E_NO_DRIVER_SELECTED: There is no driver selected for the device information set or element."
800F0204,2148467204,"SPAPI_E_KEY_DOES_NOT_EXIST: The requested device registry key does not exist."
800F0205,2148467205,"SPAPI_E_INVALID_DEVINST_NAME: The device instance name is invalid."
800F0206,2148467206,"SPAPI_E_INVALID_CLASS: The install class is not present or is invalid."
800F0207,2148467207,"SPAPI_E_DEVINST_ALREADY_EXISTS: The device instance cannot be created because it already exists."
800F0208,2148467208,"SPAPI_E_DEVINFO_NOT_REGISTERED: The operation cannot be performed on a device information element that has not been registered."
800F0209,2148467209,"SPAPI_E_INVALID_REG_PROPERTY: The device property code is invalid."
800F020A,2148467210,"SPAPI_E_NO_INF: The INF from which a driver list is to be built does not exist."
800F020B,2148467211,"SPAPI_E_NO_SUCH_DEVINST: The device instance does not exist in the hardware tree."
800F020C,2148467212,"SPAPI_E_CANT_LOAD_CLASS_ICON: The icon representing this install class cannot be loaded."
800F020D,2148467213,"SPAPI_E_INVALID_CLASS_INSTALLER: The class installer registry entry is invalid."
800F020E,2148467214,"SPAPI_E_DI_DO_DEFAULT: The class installer has indicated that the default action should be performed for this installation request."
800F020F,2148467215,"SPAPI_E_DI_NOFILECOPY: The operation does not require any files to be copied."
800F0210,2148467216,"SPAPI_E_INVALID_HWPROFILE: The specified hardware profile does not exist."
800F0211,2148467217,"SPAPI_E_NO_DEVICE_SELECTED: There is no device information element currently selected for this device information set."
800F0212,2148467218,"SPAPI_E_DEVINFO_LIST_LOCKED: The operation cannot be performed because the device information set is locked."
800F0213,2148467219,"SPAPI_E_DEVINFO_DATA_LOCKED: The operation cannot be performed because the device information element is locked."
800F0214,2148467220,"SPAPI_E_DI_BAD_PATH: The specified path does not contain any applicable device INFs."
800F0215,2148467221,"SPAPI_E_NO_CLASSINSTALL_PARAMS: No class installer parameters have been set for the device information set or element."
800F0216,2148467222,"SPAPI_E_FILEQUEUE_LOCKED: The operation cannot be performed because the file queue is locked."
800F0217,2148467223,"SPAPI_E_BAD_SERVICE_INSTALLSECT: A service installation section in this INF is invalid."
800F0218,2148467224,"SPAPI_E_NO_CLASS_DRIVER_LIST: There is no class driver list for the device information element."
800F0219,2148467225,"SPAPI_E_NO_ASSOCIATED_SERVICE: The installation failed because a function driver was not specified for this device instance."
800F021A,2148467226,"SPAPI_E_NO_DEFAULT_DEVICE_INTERFACE: There is presently no default device interface designated for this interface class."
800F021B,2148467227,"SPAPI_E_DEVICE_INTERFACE_ACTIVE: The operation cannot be performed because the device interface is currently active."
800F021C,2148467228,"SPAPI_E_DEVICE_INTERFACE_REMOVED: The operation cannot be performed because the device interface has been removed from the system."
800F021D,2148467229,"SPAPI_E_BAD_INTERFACE_INSTALLSECT: An interface installation section in this INF is invalid."
800F021E,2148467230,"SPAPI_E_NO_SUCH_INTERFACE_CLASS: This interface class does not exist in the system."
800F021F,2148467231,"SPAPI_E_INVALID_REFERENCE_STRING: The reference string supplied for this interface device is invalid."
800F0220,2148467232,"SPAPI_E_INVALID_MACHINENAME: The specified machine name does not conform to UNC naming conventions."
800F0221,2148467233,"SPAPI_E_REMOTE_COMM_FAILURE: A general remote communication error occurred."
800F0222,2148467234,"SPAPI_E_MACHINE_UNAVAILABLE: The machine selected for remote communication is not available at this time."
800F0223,2148467235,"SPAPI_E_NO_CONFIGMGR_SERVICES: The Plug and Play service is not available on the remote machine."
800F0224,2148467236,"SPAPI_E_INVALID_PROPPAGE_PROVIDER: The property page provider registry entry is invalid."
800F0225,2148467237,"SPAPI_E_NO_SUCH_DEVICE_INTERFACE: The requested device interface is not present in the system."
800F0226,2148467238,"SPAPI_E_DI_POSTPROCESSING_REQUIRED: The device's co-installer has additional work to perform after installation is complete."
800F0227,2148467239,"SPAPI_E_INVALID_COINSTALLER: The device's co-installer is invalid."
800F0228,2148467240,"SPAPI_E_NO_COMPAT_DRIVERS: There are no compatible drivers for this device."
800F0229,2148467241,"SPAPI_E_NO_DEVICE_ICON: There is no icon that represents this device or device type."
800F022A,2148467242,"SPAPI_E_INVALID_INF_LOGCONFIG: A logical configuration specified in this INF is invalid."
800F022B,2148467243,"SPAPI_E_DI_DONT_INSTALL: The class installer has denied the request to install or upgrade this device."
800F022C,2148467244,"SPAPI_E_INVALID_FILTER_DRIVER: One of the filter drivers installed for this device is invalid."
800F1000,2148470784,"SPAPI_E_ERROR_NOT_INSTALLED: No installed components were detected."
80131000,2148732928,"CEE_E_ENTRYPOINT: The entry point info is invalid."
80131001,2148732929,"CEE_E_CVTRES_NOT_FOUND: cannot find cvtres.exe"
80131010,2148732944,"MSEE_E_LOADLIBFAILED: Failed to delay load library %s (Win32 error: %d)."
80131011,2148732945,"MSEE_E_GETPROCFAILED: Failed to get entry point %s (Win32 error: %d)."
80131012,2148732946,"MSEE_E_MULTCOPIESLOADED: Multiple copies of MSCOREE.dll have been loaded by the same process."
80131013,2148732947,"COR_E_TYPEUNLOADED: The type had been unloaded."
80131014,2148732948,"COR_E_APPDOMAINUNLOADED: access unloaded appdomain"
80131015,2148732949,"COR_E_CANNOTUNLOADAPPDOMAIN: Error while unloading an appdomain"
80131016,2148732950,"MSEE_E_ASSEMBLYLOADINPROGRESS: Assembly is being currently being loaded"
80131017,2148732951,"MSEE_E_CANNOTCREATEAPPDOMAIN: Attempt to create appdomain failed"
80131018,2148732952,"COR_E_ASSEMBLYEXPECTED: The module was expected to contain an assembly manifest."
80131019,2148732953,"COR_E_FIXUPSINEXE: Attempt to load an unverifiable exe with fixups (IAT with more than 2 sections or a TLS section)"
80131039,2148732985,"COR_E_MODULE_HASH_CHECK_FAILED: The check of the module's hash failed."
80131040,2148732992,"FUSION_E_REF_DEF_MISMATCH: The located assembly's manifest definition does not match the assembly reference."
80131041,2148732993,"FUSION_E_INVALID_PRIVATE_ASM_LOCATION: The private assembly was located outside the appbase directory."
80131042,2148732994,"FUSION_E_ASM_MODULE_MISSING: A module specified in the manifest was not found."
80131043,2148732995,"FUSION_E_UNEXPECTED_MODULE_FOUND: Modules which are not in the manifest were streamed in."
80131044,2148732996,"FUSION_E_PRIVATE_ASM_DISALLOWED: A strongly-named assembly is required."
80131045,2148732997,"FUSION_E_SIGNATURE_CHECK_FAILED: The check of the signature failed."
80131046,2148732998,"FUSION_E_DATABASE_ERROR: An unexpected error was encountered in the Assembly Cache database."
80131047,2148732999,"FUSION_E_INVALID_NAME: The given assembly name or codebase was invalid."
80131048,2148733000,"FUSION_E_CODE_DOWNLOAD_DISABLED: HTTP download of assemblies has been disabled for this appdomain."
80131049,2148733001,"FUSION_E_UNINSTALL_DISALLOWED: Uninstall of given assembly is not allowed"
80131100,2148733184,"CLDB_E_FILE_BADREAD: Error occured during a read."
80131101,2148733185,"CLDB_E_FILE_BADWRITE: Error occured during a write."
80131103,2148733187,"CLDB_E_FILE_READONLY: File is read only."
80131105,2148733189,"CLDB_E_NAME_ERROR: An ill-formed name was given."
80131106,2148733190,"CLDB_E_TRUNCATION: ERROR:  Data value was truncated."
80131107,2148733191,"CLDB_E_FILE_OLDVER: Old version error."
80131108,2148733192,"CLDB_E_RELOCATED: A shared mem open failed to open at the originally"
80131109,2148733193,"CLDB_S_NULL: NULL data value."
8013110A,2148733194,"CLDB_E_SMDUPLICATE: Create of shared memory failed.  A memory mapping of the same name already exists."
8013110B,2148733195,"CLDB_E_NO_DATA: There isn't .CLB data in the memory or stream."
8013110C,2148733196,"CLDB_E_READONLY: Database is read only."
8013110D,2148733197,"CLDB_E_INCOMPATIBLE: The importing scope is not comptabile with the emitting scope"
8013110E,2148733198,"CLDB_E_FILE_CORRUPT: File is corrupt."
8013110F,2148733199,"CLDB_E_SCHEMA_VERNOTFOUND: Version %d of schema '%s' not found."
80131110,2148733200,"CLDB_E_BADUPDATEMODE: cannot open a incrementally build scope for full update"
80131121,2148733217,"CLDB_E_INDEX_NONULLKEYS: Null value not allowed in unique index or primary key."
80131122,2148733218,"CLDB_E_INDEX_DUPLICATE: Unique index %s has been violated."
80131123,2148733219,"CLDB_E_INDEX_BADTYPE: The columns data type is not allowed in an index."
80131124,2148733220,"CLDB_E_INDEX_NOTFOUND: Index %s not found."
80131125,2148733221,"CLDB_S_INDEX_TABLESCANREQUIRED: Table scan required to run query."
80131130,2148733232,"CLDB_E_RECORD_NOTFOUND: Record wasn't found on lookup."
80131131,2148733233,"CLDB_E_RECORD_OVERFLOW: Too many records were returned for criteria."
80131132,2148733234,"CLDB_E_RECORD_DUPLICATE: Record is a duplicate."
80131133,2148733235,"CLDB_E_RECORD_PKREQUIRED: Primary key value is required."
80131134,2148733236,"CLDB_E_RECORD_DELETED: Record is valid but deleted."
80131135,2148733237,"CLDB_E_RECORD_OUTOFORDER: Record is emitted out of order."
80131140,2148733248,"CLDB_E_COLUMN_OVERFLOW: Data too large."
80131141,2148733249,"CLDB_E_COLUMN_READONLY: Column cannot be changed."
80131142,2148733250,"CLDB_E_COLUMN_SPECIALCOL: Too many RID or primary key columns, 1 is max."
80131143,2148733251,"CLDB_E_COLUMN_PKNONULLS: Primary key column %s may not allow the null value."
80131150,2148733264,"CLDB_E_TABLE_CANTDROP: Can't auto-drop table while open."
80131151,2148733265,"CLDB_E_OBJECT_NOTFOUND: Object was not found in the database."
80131152,2148733266,"CLDB_E_OBJECT_COLNOTFOUND: The column was not found."
80131153,2148733267,"CLDB_E_VECTOR_BADINDEX: The index given was invalid."
80131154,2148733268,"CLDB_E_TOO_BIG: A blob or string was too big."
80131160,2148733280,"TLBX_E_INVALID_TYPEINFO: Typelib import: invalid type, not converted."
80131161,2148733281,"TLBX_E_INVALID_TYPEINFO_UNNAMED: Typelib import: invalid type, not converted -- name unknown."
80131162,2148733282,"TLBX_E_CTX_NESTED: Typelib export: Format string for nested contexts."
80131163,2148733283,"TLBX_E_ERROR_MESSAGE: Typelib export: Error message wrapper."
80131164,2148733284,"TLBX_E_CANT_SAVE: Typelib export: cant ""SaveAllChanges()"""
80131165,2148733285,"TLBX_W_LIBNOTREGISTERED: Typelib export: type library is not registered."
80131166,2148733286,"TLBX_E_CANTLOADLIBRARY: Typelib export: type library cannot be loaded."
80131167,2148733287,"TLBX_E_BAD_VT_TYPE: Typelib import: invalid VT_*, not converted."
80131168,2148733288,"TLBX_E_NO_MSCOREE_TLB: Typelib export: can't load mscoree.tlb"
80131169,2148733289,"TLBX_E_BAD_MSCOREE_TLB: Typelib export: can't get a required typeinfo from mscoree.tlb."
8013116A,2148733290,"TLBX_E_TLB_EXCEPTION: Typelib import: fault reading a typelib."
8013116B,2148733291,"TLBX_E_MULTIPLE_LCIDS: Typelib import: Multiple LCID's parameters on a method."
8013116C,2148733292,"TLBX_I_TYPEINFO_IMPORTED: Typelib import: progress report."
8013116D,2148733293,"TLBX_E_AMBIGUOUS_RETURN: Typelib import: duplicate or ambiguous return types."
8013116E,2148733294,"TLBX_E_DUPLICATE_TYPE_NAME: Typelib import: duplicate name (due to user-defined name)."
8013116F,2148733295,"TLBX_I_USEIUNKNOWN: Typelib export: substituted IUnknown for type."
80131170,2148733296,"TLBX_I_UNCONVERTABLE_ARGS: Typelib import: signature can't be converted (eg, struct**)"
80131171,2148733297,"TLBX_I_UNCONVERTABLE_FIELD: Typelib import: signature can't be converted (eg, struct**)"
80131172,2148733298,"TLBX_I_NONSEQUENTIALSTRUCT: Typelib export: Can't convert non-sequential structs."
80131173,2148733299,"TLBX_W_WARNING_MESSAGE: Typelib export: Warning message wrapper."
80131174,2148733300,"TLBX_I_RESOLVEREFFAILED: Typelib import: The resolve ref call failed."
80131175,2148733301,"TLBX_E_ASANY: Typelib export: Encounterd ""AsAny"" -- ignored."
80131176,2148733302,"TLBX_E_INVALIDLCIDPARAM: Typelib export: Encounterd an LCID attribute set to an invalid param."
80131177,2148733303,"TLBX_E_LCIDONDISPONLYITF: Typelib export: Encounterd an LCID attribute on a disp only interface."
80131178,2148733304,"TLBX_E_NONPUBLIC_FIELD: Typelib export: Non-public field in public struct."
80131179,2148733305,"TLBX_I_TYPE_EXPORTED: Typelib export: type exported"
8013117A,2148733306,"TLBX_I_DUPLICATE_DISPID: Typelib export: duplicate dispid -- auto corrected."
8013117B,2148733307,"TLBX_E_BAD_NAMES: Typelib export: bad names list."
8013117C,2148733308,"TLBX_I_REF_TYPE_AS_STRUCT: Typelib export: referenct tyep had layout, exported as struct."
80131180,2148733312,"META_E_DUPLICATE: Attempt to define an object that already exists."
80131181,2148733313,"META_E_GUID_REQUIRED: A guid was not provided where one was required."
80131182,2148733314,"META_E_TYPEDEF_MISMATCH: Merge: an import typedef matched ns.name, but not version and guid."
80131183,2148733315,"META_E_MERGE_COLLISION: Merge: conflict between import and emit"
80131184,2148733316,"TLBX_W_NON_INTEGRAL_CA_TYPE: TypeLib import: Ignoring IDL custom attribute -- does not have an integral value."
80131185,2148733317,"TLBX_W_IENUM_CA_ON_IUNK: TypeLib import: Ignoring IDL custom attribute -- using IEnum CA on an IUnknown derived interface."
80131187,2148733319,"META_E_METHD_NOT_FOUND: Merge: Class already in emit scope, but member not found"
80131188,2148733320,"META_E_FIELD_NOT_FOUND: Merge: Class already in emit scope, but member not found"
80131189,2148733321,"META_E_PARAM_MISMATCH: Merge: Parameter information mismatched."
8013118A,2148733322,"META_E_BADMETADATA: Merge: Inconsistency in meta data import scope"
8013118B,2148733323,"META_E_INTFCEIMPL_NOT_FOUND: Merge: Class already in emit scope, but interfaceimpl not found"
8013118D,2148733325,"META_E_CLASS_LAYOUT_INCONSISTENT: Merge: Class is duplicated but class layout information is not consistent"
8013118E,2148733326,"META_E_FIELD_MARSHAL_NOT_FOUND: Merge: Field is duplicated but we cannot find the matching FieldMarshal information"
8013118F,2148733327,"META_E_METHODSEM_NOT_FOUND: Merge:"
80131190,2148733328,"META_E_EVENT_NOT_FOUND: Merge: Method is duplicated but we cannot find the matching event info."
80131191,2148733329,"META_E_PROP_NOT_FOUND: Merge: Method is duplicated but we cannot find the maching property info."
80131192,2148733330,"META_E_BAD_SIGNATURE: Bad binary signature"
80131193,2148733331,"META_E_BAD_INPUT_PARAMETER: Bad input parameters"
80131194,2148733332,"META_E_METHDIMPL_INCONSISTENT: Merge: duplicated methods have inconsistent ImplFlags"
80131195,2148733333,"META_E_MD_INCONSISTENCY: Merge: Inconsistency in meta data"
80131196,2148733334,"META_E_CANNOTRESOLVETYPEREF: Cannot resolve typeref"
80131197,2148733335,"META_S_DUPLICATE: Attempt to define an object that already exists in valid scenerios."
80131198,2148733336,"META_E_STRINGSPACE_FULL: No logical space left to create more user strings."
80131199,2148733337,"META_E_UNEXPECTED_REMAP: A TokenRemap occurred which we weren't prepared to handle."
8013119A,2148733338,"META_E_HAS_UNMARKALL: Unmark all has been called already"
8013119B,2148733339,"META_E_MUST_CALL_UNMARKALL: Must call UnmarkAll first before marking."
801311A0,2148733344,"TLBX_E_CANT_LOAD_MODULE: TypeLib export: can't open the module to export."
801311A1,2148733345,"TLBX_E_CANT_LOAD_CLASS: TypeLib export: can't load a class."
801311A2,2148733346,"TLBX_E_NULL_MODULE: TypeLib export: the hMod of a loaded class is 0; can't export it."
801311A3,2148733347,"TLBX_E_NO_CLSID_KEY: TypeLib export: no CLSID or Interface subkey to HKCR."
801311A4,2148733348,"TLBX_E_CIRCULAR_EXPORT: TypeLib export: attempt to export a CLB imported from a TLB."
801311A5,2148733349,"TLBX_E_CIRCULAR_IMPORT: TypeLib import: attempt to import a TLB exported from a CLB."
801311A6,2148733350,"TLBX_E_BAD_NATIVETYPE: TypeLib export: bad Native type in method signature."
801311A7,2148733351,"TLBX_E_BAD_VTABLE: TypeLib import: non-increasing vtable (duplicate slots)."
801311A8,2148733352,"TLBX_E_CRM_NON_STATIC: TypeLib export: the COM register method is non static."
801311A9,2148733353,"TLBX_E_CRM_INVALID_SIG: TypeLib export: the specified COM register method does not have the correct signature."
801311AA,2148733354,"TLBX_E_CLASS_LOAD_EXCEPTION: TypeLib export: can't load, have the class load exception."
801311AB,2148733355,"TLBX_E_UNKNOWN_SIGNATURE: TypeLib export: unknown element in signature."
801311AC,2148733356,"TLBX_E_REFERENCED_TYPELIB: TypeLib import: reference to an external typelib."
801311AD,2148733357,"TLBX_E_INVALID_NAMESPACE: TypeLib import: an imported typelib has an invalid namespace name."
801311AE,2148733358,"TLBX_E_LAYOUT_ERROR: Typelib export: an error on Layout()"
801311AF,2148733359,"TLBX_E_NOTIUNKNOWN: Typelib import: Interface not derived from IUnknown."
801311B0,2148733360,"TLBX_E_NONVISIBLEVALUECLASS: Typelib export: Non COM visible value type in method signature."
801311B1,2148733361,"TLBX_E_LPTSTR_NOT_ALLOWED: Typelib export: Types which contain the native type NATIVE_TYPE_LPTSTR are not allowed to be exported to COM."
801311B2,2148733362,"TLBX_E_AUTO_CS_NOT_ALLOWED: Typelib export: Types with a char set of auto are not allowed to be exported to COM."
801311B3,2148733363,"TLBX_S_NOSTDINTERFACE: Typelib export: Found an interface marked as IID_IDispatch or IID_IUnknown."
